,trial_id,global_trial_end_date,first_pub_date,current_pub_date,version,results_type
6714,2011-004771-36,2015-12-29,2017-02-09,2017-02-09,v1(current),Tabular
6715,2011-000083-10,2016-01-25,2017-02-09,2017-02-09,v1(current),Tabular
6716,2012-003486-18,2016-05-19,2017-02-09,2017-02-09,v1(current),Tabular
6717,2008-002134-29,2009-09-23,2016-10-02,2017-02-09,v2(current),Document
6718,2010-023346-78,2016-01-01,2017-02-09,2017-02-09,v1(current),Tabular
6719,2008-006788-35,2009-07-17,2017-02-09,2017-02-09,v1(current),Document
6720,2008-006787-11,2009-08-11,2017-02-09,2017-02-09,v1(current),Document
6721,2013-000483-29,2014-08-28,2017-02-09,2017-02-09,v1(current),Tabular
6722,2012-001141-41,2014-04-13,2017-02-10,2017-02-10,v1(current),Tabular
6723,2013-002095-40,2016-04-06,2017-02-10,2017-02-10,v1(current),Tabular
6724,2004-005120-41,2016-01-28,2017-02-11,2017-02-11,v1(current),Tabular
6725,2015-003531-35,2011-05-18,2017-02-11,2017-02-11,v1(current),Tabular
6726,2015-004871-59,2013-07-16,2017-02-12,2017-02-12,v1(current),Tabular
6727,2007-001187-78,2012-07-31,2017-02-12,2017-02-12,v1(current),Document
6728,2014-003613-28,2016-01-27,2017-02-12,2017-02-12,v1(current),Tabular
6729,2015-004886-98,2010-09-27,2017-02-12,2017-02-12,v1(current),Tabular
6730,2006-006393-14,2012-08-14,2016-04-17,2016-04-17,v1(current),Document
6731,2004-000895-16,2007-04-04,2017-01-01,2017-01-01,v1(current),Document
6732,2004-001287-49,2007-10-25,2016-05-05,2016-05-05,v1(current),Document
6733,2004-001860-27,2011-10-05,2016-07-29,2016-07-29,v1(current),Document
6734,2004-002549-11,2008-05-19,2016-09-22,2016-09-22,v1(current),Document
6735,2004-002846-36,2006-06-22,2016-12-19,2016-12-19,v1(current),Document
6736,2004-002798-21,2006-08-24,2015-06-27,2016-07-08,v1(current),Document
6737,2005-000048-10,2008-12-17,2017-02-15,2017-02-15,v1(current),Document
6738,2009-011587-11,2015-11-20,2017-02-15,2017-02-15,v1(current),Tabular
6739,2006-003971-11,2010-09-06,2017-02-15,2017-06-15,v2(current),Document
6740,2005-000286-19,2008-04-22,2017-02-15,2017-02-15,v1(current),Document
6741,2012-001961-33,2016-03-03,2017-02-15,2017-02-15,v1(current),Tabular
6742,2004-001483-51,2012-09-20,2017-02-15,2017-02-15,v1(current),Document
6743,2005-000734-21,2011-04-18,2017-02-15,2017-02-15,v1(current),Document
6744,2004-001060-50,2005-11-25,2017-02-15,2017-02-15,v1(current),Document
6745,2004-001960-30,2007-10-17,2015-07-31,2017-02-15,v3(current),Document
6746,2006-004540-23,2011-04-27,2017-02-15,2017-02-15,v1(current),Document
6747,2004-004794-28,2007-03-07,2017-02-15,2017-02-15,v1(current),Document
6748,2005-001614-41,2009-06-23,2017-02-15,2017-02-15,v1(current),Document
6749,2006-002267-11,2011-06-20,2017-02-15,2017-02-15,v1(current),Document
6750,2004-001959-11,2008-02-28,2015-07-31,2017-02-15,v3(current),Document
6751,2004-003889-15,2010-07-15,2017-02-15,2017-02-15,v1(current),Document
6752,2011-000722-30,2016-03-01,2017-02-15,2017-02-15,v1(current),Tabular
6753,2004-002944-90,2008-07-01,2016-12-15,2016-12-15,v1(current),Document
6754,2004-002952-33,2006-05-03,2016-08-27,2016-08-27,v1(current),Document
6755,2004-003752-19,2007-04-27,2015-05-07,2016-05-28,v3(current),Document
6756,2004-003781-14,2007-12-20,2016-06-05,2016-06-05,v1(current),Document
6757,2004-002993-49,2006-09-01,2016-12-25,2016-12-25,v1(current),Document
6758,2004-003742-18,2006-05-02,2015-04-04,2016-05-13,v1(current),Document
6759,2004-004409-24,2005-10-20,2014-11-08,2016-02-16,v1(current),Document
6760,2004-004374-90,2008-05-19,2016-09-22,2016-09-22,v1(current),Document
6761,2004-005148-28,2008-12-19,2016-06-24,2016-06-24,v1(current),Document
6762,2004-004745-18,2005-11-23,2014-11-23,2016-02-16,v1(current),Document
6763,2004-004984-32,2006-09-27,2014-11-13,2016-02-16,v1(current),Document
6764,2004-004803-39,2006-09-19,2017-01-01,2017-01-01,v1(current),Document
6765,2004-005159-32,2006-09-18,2015-02-07,2016-04-27,v1(current),Document
6766,2004-005187-24,2008-04-30,2016-07-14,2016-07-14,v1(current),Document
6767,2008-000051-10,2011-05-23,2017-02-16,2017-02-16,v1(current),Document
6768,2009-009421-29,2012-03-18,2017-02-16,2017-02-16,v1(current),Document
6769,2017-000125-13,2016-08-22,2017-02-16,2017-02-16,v1(current),Tabular
6770,2012-000070-28,2013-11-21,2017-02-16,2017-02-16,v1(current),Tabular
6771,2013-003147-27,2015-08-11,2016-07-29,2016-07-29,v1(current),Tabular
6772,2008-005236-32,2012-03-15,2017-02-17,2017-02-17,v1(current),Document
6773,2009-011234-99,2012-03-28,2017-02-17,2017-02-17,v1(current),Document
6774,2014-005057-39,2016-02-03,2017-02-17,2017-02-17,v1(current),Tabular
6775,2007-003240-30,2016-06-04,2017-02-17,2017-02-17,v1(current),Tabular
6776,2014-003836-38,2016-02-16,2017-02-17,2017-02-17,v1(current),Tabular
6777,2008-000709-12,2015-09-17,2017-02-17,2017-02-17,v1(current),Tabular
6778,2011-001785-17,2016-05-13,2016-12-18,2016-12-18,v1(current),Tabular
6779,2013-004816-22,2015-01-29,2016-05-15,2016-08-17,v2(current),Tabular
6780,2015-000277-12,2016-03-11,2017-02-18,2017-02-18,v1(current),Tabular
6781,2012-003414-14,2016-07-14,2017-02-18,2017-02-18,v1(current),Tabular
6782,2013-003410-41,2015-04-14,2017-02-18,2017-02-18,v1(current),Tabular
6783,2014-000230-34,2016-02-05,2017-02-19,2017-02-19,v1(current),Tabular
6784,2007-004246-32,2010-02-26,2017-02-19,2017-02-19,v1(current),Document
6785,2013-001296-20,2016-04-19,2017-02-19,2017-02-19,v1(current),Tabular
6786,2014-005306-37,2016-02-08,2017-02-19,2017-02-19,v1(current),Tabular
6787,2014-000231-16,2016-03-01,2017-02-19,2017-02-19,v1(current),Tabular
6788,2005-000365-19,2009-07-29,2016-03-31,2016-03-31,v1(current),Document
6789,2005-000532-25,2008-06-06,2016-04-28,2016-04-28,v1(current),Tabular
6790,2005-000549-13,2006-02-20,2017-01-04,2017-01-04,v1(current),Document
6791,2005-000657-29,2010-11-05,2016-03-31,2016-03-31,v1(current),Document
6792,2005-000963-25,2012-12-24,2015-08-01,2016-05-25,v1(current),Tabular
6793,2005-000705-59,2007-03-08,2017-01-05,2017-01-05,v1(current),Document
6794,2005-000979-18,2006-12-11,2016-10-09,2016-10-09,v1(current),Document
6795,2005-000473-22,2006-07-14,2017-01-07,2017-01-07,v1(current),Document
6796,2005-000508-15,2006-11-07,2017-01-05,2017-01-05,v1(current),Document
6797,2005-001558-26,2007-06-25,2014-11-08,2016-02-16,v1(current),Document
6798,2005-001059-39,2014-09-18,2016-03-06,2016-03-06,v1(current),Tabular
6799,2005-001350-24,2012-02-06,2016-12-25,2016-12-25,v1(current),Document
6800,2005-001627-11,2006-11-24,2016-09-15,2016-09-15,v1(current),Document
6801,2005-001845-40,2006-11-21,2016-08-06,2016-08-06,v1(current),Document
6802,2005-001818-41,2008-11-12,2016-08-28,2016-08-28,v1(current),Document
6803,2005-003258-87,2007-07-31,2016-05-01,2016-05-01,v1(current),Document
6804,2005-003415-71,2007-04-20,2014-03-18,2016-02-17,v1(current),Document
6805,2005-003417-32,2008-11-11,2014-05-22,2016-02-25,v3(current),Document
6806,2005-002131-27,2006-11-23,2015-07-16,2016-04-08,v1(current),Document
6807,2005-002134-35,2007-06-15,2015-07-16,2016-04-08,v1(current),Document
6808,2005-002097-30,2011-11-29,2015-02-07,2016-03-21,v1(current),Document
6809,2005-002456-18,2006-12-27,2016-09-17,2016-09-17,v1(current),Document
6810,2005-002241-39,2010-11-23,2015-04-26,2016-07-01,v1(current),Document
6811,2005-002457-41,2007-08-07,2016-09-15,2016-09-15,v1(current),Document
6812,2005-002536-94,2010-10-08,2015-03-22,2016-05-13,v1(current),Document
6813,2005-002629-30,2012-02-08,2016-12-25,2016-12-25,v1(current),Document
6814,2005-002827-15,2010-08-20,2016-03-06,2016-03-06,v1(current),Document
6815,2005-002851-41,2007-08-10,2015-04-05,2016-05-13,v1(current),Document
6816,2005-003437-41,2007-01-25,2015-03-14,2016-03-20,v2(current),Tabular
6817,2005-004672-20,2011-11-15,2016-05-20,2016-05-20,v1(current),Document
6818,2005-004993-26,2007-05-03,2016-10-12,2016-10-12,v1(current),Document
6819,2005-005010-20,2007-01-05,2017-01-05,2017-01-05,v1(current),Document
6820,2005-005179-14,2007-07-27,2016-06-24,2016-06-24,v1(current),Document
6821,2005-003558-83,2008-02-06,2016-10-16,2016-10-16,v1(current),Document
6822,2005-005054-46,2006-05-01,2016-10-05,2016-10-05,v1(current),Document
6823,2005-005068-97,2013-12-05,2016-12-10,2016-12-10,v1(current),Tabular
6824,2005-003700-10,2010-03-31,2016-12-10,2016-12-10,v1(current),Document
6825,2005-003745-14,2007-08-01,2016-10-05,2016-10-05,v1(current),Document
6826,2005-003932-23,2009-01-09,2016-12-22,2016-12-22,v1(current),Document
6827,2005-004543-57,2008-04-23,2016-07-30,2016-07-30,v1(current),Document
6828,2005-004006-81,2008-02-01,2016-02-28,2016-02-28,v1(current),Document
6829,2005-004580-40,2007-08-09,2016-08-31,2016-08-31,v1(current),Document
6830,2005-004351-35,2007-03-13,2014-10-31,2016-07-12,v1(current),Document
6831,2005-004023-19,2010-04-01,2015-07-25,2016-05-30,v1(current),Tabular
6832,2008-005037-30,2010-02-26,2017-02-22,2017-02-22,v1(current),Document
6833,2005-005765-11,2007-02-23,2017-02-22,2017-02-22,v1(current),Document
6834,2015-001313-26,2015-12-21,2017-02-22,2017-02-22,v1(current),Tabular
6835,2005-005537-35,2010-10-28,2017-02-22,2017-02-22,v1(current),Document
6836,2004-003018-41,2005-07-26,2017-02-22,2017-02-22,v1(current),Document
6837,2006-005946-35,2013-07-20,2016-10-29,2016-10-29,v1(current),Document
6838,2006-004731-29,2008-03-05,2016-02-06,2016-02-06,v1(current),Document
6839,2006-006070-22,2007-10-11,2015-02-06,2016-07-08,v1(current),Document
6840,2006-003877-28,2008-10-03,2016-05-25,2016-05-25,v1(current),Document
6841,2006-002235-25,2008-06-05,2015-07-29,2016-05-07,v2(current),Tabular
6842,2006-004946-17,2011-03-31,2016-07-08,2016-07-08,v1(current),Document
6843,2006-006967-22,2009-04-06,2016-05-27,2016-05-27,v1(current),Document
6844,2006-000822-30,2007-10-08,2015-05-09,2016-05-16,v1(current),Document
6845,2006-001954-28,2008-07-21,2016-04-21,2016-04-21,v1(current),Document
6846,2006-002860-25,2011-08-27,2016-07-10,2016-07-10,v1(current),Document
6847,2006-002309-30,2010-07-27,2016-08-06,2016-08-06,v1(current),Document
6848,2006-003532-30,2008-11-27,2016-10-19,2016-10-19,v1(current),Document
6849,2006-002781-20,2010-03-05,2016-06-08,2016-06-08,v1(current),Document
6850,2007-001840-33,2010-04-01,2015-02-26,2016-05-16,v1(current),Document
6851,2006-006656-35,2008-06-20,2016-06-22,2016-06-22,v1(current),Document
6852,2005-005616-25,2008-09-10,2015-05-06,2016-05-16,v1(current),Document
6853,2006-001402-92,2009-03-20,2016-07-01,2016-07-01,v1(current),Document
6854,2006-001009-27,2009-01-22,2015-05-06,2016-05-16,v1(current),Document
6855,2006-002529-21,2010-08-03,2016-01-31,2016-01-31,v1(current),Document
6856,2006-002033-21,2007-10-09,2016-07-01,2016-07-01,v1(current),Document
6857,2006-002257-76,2009-03-01,2015-02-12,2016-04-27,v1(current),Document
6858,2006-005492-17,2008-02-17,2016-02-11,2016-02-11,v1(current),Document
6859,2006-004998-95,2008-03-11,2015-06-26,2016-02-25,v1(current),Document
6860,2006-002907-15,2008-02-08,2016-10-08,2016-10-08,v1(current),Document
6861,2006-004169-33,2008-11-19,2015-06-03,2016-04-05,v1(current),Tabular
6862,2007-001360-76,2008-07-07,2016-04-03,2016-04-03,v1(current),Document
6863,2006-001515-29,2007-08-10,2016-04-03,2016-04-03,v1(current),Document
6864,2006-000708-18,2010-04-19,2015-07-31,2017-02-15,v3(current),Document
6865,2006-001449-33,2009-04-03,2016-04-29,2016-04-29,v1(current),Document
6866,2006-006431-42,2008-07-03,2015-05-06,2016-05-16,v1(current),Document
6867,2007-001420-12,2009-04-08,2016-07-14,2016-07-14,v1(current),Document
6868,2006-000506-22,2009-03-18,2016-06-04,2016-06-04,v1(current),Document
6869,2006-002074-22,2013-08-16,2015-04-26,2016-05-02,v1(current),Tabular
6870,2006-003698-29,2008-06-11,2016-11-03,2016-11-03,v1(current),Document
6871,2006-000658-27,2009-03-01,2016-09-30,2016-09-30,v1(current),Document
6872,2006-005073-22,2008-08-01,2016-07-30,2016-07-30,v1(current),Document
6873,2007-000073-39,2008-11-25,2015-05-06,2016-05-16,v1(current),Document
6874,2006-003397-94,2009-05-22,2016-07-14,2016-07-14,v1(current),Document
6875,2006-006246-34,2012-10-29,2015-07-31,2016-07-06,v1(current),Document
6876,2006-000135-10,2008-12-09,2016-07-08,2016-07-08,v1(current),Document
6877,2006-001704-37,2009-09-24,2016-04-20,2016-04-20,v1(current),Document
6878,2006-000468-95,2007-06-12,2016-10-09,2016-10-09,v1(current),Document
6879,2006-000848-65,2011-08-24,2016-11-04,2016-11-04,v1(current),Document
6880,2006-005192-18,2009-01-20,2016-10-02,2016-10-02,v1(current),Document
6881,2006-003087-59,2009-09-25,2016-05-12,2016-05-12,v1(current),Document
6882,2006-001240-30,2006-11-10,2016-12-10,2016-12-10,v1(current),Document
6883,2006-003739-57,2009-10-22,2016-07-10,2016-07-10,v1(current),Document
6884,2006-001183-24,2010-02-11,2016-11-04,2016-11-04,v1(current),Document
6885,2005-004157-99,2009-09-29,2016-12-07,2016-12-07,v1(current),Document
6886,2006-006373-25,2012-02-27,2015-02-15,2016-07-31,v2(current),Document
6887,2007-001489-34,2008-05-07,2017-01-02,2017-01-02,v1(current),Document
6888,2007-000074-23,2008-11-19,2015-05-06,2016-05-16,v1(current),Document
6889,2006-002980-17,2008-10-10,2016-12-08,2017-04-09,v2(current),Mixed
6890,2007-001870-95,2008-06-17,2016-04-03,2016-04-03,v1(current),Document
6891,2006-006911-60,2008-11-24,2016-02-10,2016-02-10,v1(current),Document
6892,2005-005777-30,2010-07-02,2016-05-26,2016-05-26,v1(current),Document
6893,2005-005463-28,2007-01-22,2016-08-26,2016-08-26,v1(current),Document
6894,2006-001786-42,2010-10-21,2016-06-01,2016-06-01,v1(current),Document
6895,2006-000781-37,2007-08-29,2016-07-01,2016-07-01,v1(current),Document
6896,2006-002381-18,2012-12-20,2016-07-08,2016-07-08,v1(current),Document
6897,2006-000313-38,2009-09-17,2016-05-01,2016-05-01,v1(current),Document
6898,2006-000470-78,2008-07-18,2016-07-08,2016-07-08,v1(current),Document
6899,2006-002670-22,2010-02-16,2016-04-28,2016-04-28,v1(current),Document
6900,2007-000240-27,2008-03-12,2016-06-29,2016-06-29,v1(current),Document
6901,2006-000419-90,2007-05-21,2016-05-20,2016-05-20,v1(current),Document
6902,2006-001457-10,2008-07-01,2016-09-29,2016-09-29,v1(current),Document
6903,2006-002308-32,2010-07-14,2016-08-06,2016-08-06,v1(current),Document
6904,2006-005036-24,2008-08-12,2016-09-23,2016-09-23,v1(current),Document
6905,2007-001487-67,2008-10-31,2016-06-03,2016-06-03,v1(current),Document
6906,2006-006068-44,2009-06-05,2016-04-20,2016-04-20,v1(current),Document
6907,2006-004152-20,2009-05-30,2016-07-02,2016-07-02,v1(current),Document
6908,2010-023034-23,2015-02-26,2016-03-10,2016-03-10,v1(current),Tabular
6909,2006-006796-21,2008-06-16,2016-06-05,2016-06-05,v1(current),Document
6910,2006-000579-14,2015-09-09,2016-08-19,2016-08-19,v1(current),Tabular
6911,2006-000471-14,2015-07-06,2016-07-22,2016-07-22,v1(current),Tabular
6912,2006-003398-28,2010-10-06,2016-10-19,2016-10-19,v1(current),Document
6913,2007-001271-11,2008-05-19,2016-06-02,2016-06-02,v1(current),Document
6914,2007-001005-16,2008-08-20,2016-04-21,2016-04-21,v1(current),Document
6915,2007-001041-17,2015-07-29,2016-08-04,2017-04-01,v2(current),Tabular
6916,2007-000325-21,2010-03-09,2015-02-06,2016-03-21,v1(current),Document
6917,2007-000425-22,2008-03-20,2016-06-30,2016-06-30,v1(current),Document
6918,2007-000760-24,2008-06-02,2016-06-04,2016-06-04,v1(current),Document
6919,2007-000598-41,2008-08-27,2016-11-09,2016-11-09,v1(current),Document
6920,2007-000905-31,2008-08-19,2016-04-03,2016-04-03,v1(current),Document
6921,2007-001906-26,2010-01-11,2016-12-29,2016-12-29,v1(current),Document
6922,2017-000111-16,2008-02-04,2017-02-25,2017-02-25,v1(current),Tabular
6923,2009-017147-33,2016-02-08,2017-02-25,2017-05-21,v2(current),Tabular
6924,2004-000745-37,2006-09-28,2017-02-25,2017-02-25,v1(current),Document
6925,2004-004917-41,2007-03-16,2017-02-26,2017-02-26,v1(current),Mixed
6926,2011-002514-37,2016-02-25,2017-02-26,2017-02-26,v1(current),Tabular
6927,2007-003476-19,2009-10-28,2016-04-29,2016-04-29,v1(current),Document
6928,2007-003462-18,2012-12-20,2016-07-29,2016-07-29,v1(current),Document
6929,2007-003256-11,2009-07-20,2015-05-21,2016-04-27,v1(current),Tabular
6930,2007-002780-27,2012-05-20,2016-08-19,2016-08-19,v1(current),Document
6931,2007-002551-17,2008-06-19,2016-09-14,2016-09-14,v1(current),Document
6932,2007-002583-10,2009-04-21,2016-02-11,2016-02-11,v1(current),Document
6933,2007-002461-12,2010-03-25,2015-07-16,2016-04-08,v1(current),Document
6934,2007-002448-10,2009-05-06,2015-04-04,2016-05-16,v1(current),Document
6935,2007-002473-31,2010-05-19,2015-07-16,2016-04-08,v1(current),Document
6936,2007-002066-35,2009-01-14,2016-10-28,2016-10-28,v1(current),Document
6937,2007-002315-92,2010-04-27,2016-03-26,2016-03-26,v1(current),Document
6938,2007-002243-25,2008-09-25,2017-01-07,2017-01-07,v1(current),Document
6939,2007-002421-68,2008-10-17,2015-04-09,2016-05-16,v1(current),Document
6940,2007-003998-55,2010-08-01,2016-09-29,2016-09-29,v1(current),Document
6941,2007-002422-29,2009-06-19,2015-04-09,2016-05-16,v1(current),Document
6942,2007-002376-34,2009-01-28,2016-04-03,2016-04-03,v1(current),Document
6943,2007-004234-16,2010-06-11,2015-05-06,2016-05-16,v1(current),Document
6944,2007-004614-14,2010-11-24,2014-12-05,2016-07-12,v1(current),Document
6945,2007-004235-37,2010-06-19,2015-05-06,2016-05-16,v1(current),Document
6946,2007-004586-17,2012-05-03,2016-12-16,2016-12-16,v1(current),Document
6947,2007-004555-11,2009-02-03,2015-02-13,2016-07-08,v1(current),Document
6948,2007-004482-18,2008-06-18,2016-06-18,2016-06-18,v1(current),Document
6949,2008-000640-14,2009-10-01,2015-04-09,2016-05-16,v1(current),Document
6950,2007-004833-40,2009-02-18,2016-07-06,2016-07-06,v1(current),Document
6951,2007-004867-22,2010-03-09,2015-03-26,2016-02-04,v1(current),Document
6952,2007-004992-21,2009-06-29,2016-04-03,2016-04-03,v1(current),Document
6953,2007-005107-17,2008-11-21,2016-03-09,2016-03-09,v1(current),Document
6954,2007-005570-32,2009-09-14,2016-12-24,2016-12-24,v1(current),Document
6955,2007-005450-23,2011-06-10,2016-12-28,2016-12-28,v1(current),Document
6956,2007-007058-79,2008-08-01,2016-08-11,2016-08-11,v1(current),Document
6957,2007-006046-17,2009-09-04,2016-12-24,2016-12-24,v1(current),Document
6958,2007-006640-22,2012-07-17,2016-04-29,2016-04-29,v1(current),Document
6959,2007-006451-39,2009-10-20,2015-02-13,2016-07-08,v1(current),Document
6960,2007-007539-14,2009-04-01,2016-10-28,2016-10-28,v1(current),Document
6961,2007-007944-80,2009-06-30,2016-07-06,2016-07-06,v1(current),Document
6962,2007-007943-29,2010-11-16,2016-06-01,2016-06-01,v1(current),Document
6963,2007-007669-20,2008-12-18,2015-05-14,2016-07-06,v1(current),Document
6964,2007-007942-36,2010-08-12,2016-04-06,2016-04-06,v1(current),Document
6965,2008-000345-55,2012-09-25,2015-01-30,2016-03-21,v1(current),Document
6966,2008-000660-17,2013-02-28,2014-11-01,2016-02-12,v1(current),Document
6967,2008-000641-54,2009-10-31,2016-07-15,2016-07-15,v1(current),Document
6968,2008-001211-37,2011-03-01,2016-09-17,2016-09-17,v1(current),Document
6969,2008-000750-13,2010-12-29,2015-04-05,2016-05-16,v1(current),Document
6970,2008-001159-23,2011-06-10,2016-12-24,2016-12-24,v1(current),Document
6971,2008-000874-19,2010-05-18,2015-04-09,2016-03-18,v2(current),Document
6972,2008-001910-25,2010-01-14,2017-01-06,2017-01-06,v1(current),Tabular
6973,2008-001966-10,2009-06-04,2017-01-02,2017-01-02,v1(current),Document
6974,2008-002158-40,2011-12-21,2015-02-07,2016-03-21,v1(current),Document
6975,2008-002230-30,2009-03-10,2016-07-21,2016-07-21,v1(current),Document
6976,2008-002849-23,2009-06-11,2016-10-29,2016-10-29,v1(current),Document
6977,2008-002797-36,2009-08-19,2016-04-20,2016-04-20,v1(current),Document
6978,2008-003535-20,2010-09-07,2016-05-25,2016-05-25,v1(current),Document
6979,2008-002696-27,2009-08-04,2016-12-29,2016-12-29,v1(current),Document
6980,2008-003534-25,2011-01-12,2016-05-25,2016-05-25,v1(current),Document
6981,2008-003780-38,2011-11-11,2016-06-30,2016-06-30,v1(current),Document
6982,2008-003557-32,2010-09-02,2015-07-16,2016-04-08,v1(current),Document
6983,2008-003571-45,2009-10-29,2015-02-13,2016-06-03,v1(current),Document
6984,2010-020983-39,2015-12-03,2016-08-13,2016-08-13,v1(current),Tabular
6985,2006-005420-17,2007-05-02,2017-03-01,2017-03-01,v1(current),Tabular
6986,2012-001814-41,2016-06-21,2017-03-01,2017-03-01,v1(current),Mixed
6987,2011-001849-33,2013-04-30,2017-03-01,2017-03-01,v1(current),Tabular
6988,2012-002483-27,2015-07-01,2017-03-01,2017-03-01,v1(current),Tabular
6989,2012-001177-93,2015-04-30,2017-03-01,2017-03-01,v1(current),Tabular
6990,2008-003950-14,2009-07-02,2015-04-04,2016-04-05,v1(current),Tabular
6991,2008-004564-40,2010-09-06,2015-02-13,2016-06-03,v1(current),Document
6992,2008-005277-35,2011-10-17,2015-02-15,2016-04-27,v1(current),Document
6993,2008-004722-16,2011-03-31,2016-08-31,2016-08-31,v1(current),Document
6994,2008-005181-31,2012-02-07,2016-08-26,2016-08-26,v1(current),Document
6995,2008-004754-33,2010-03-17,2016-03-30,2016-03-30,v1(current),Document
6996,2015-005120-26,2016-08-02,2017-03-02,2017-06-16,v2(current),Tabular
6997,2012-001966-14,2016-08-17,2017-03-02,2017-03-02,v1(current),Tabular
6998,2014-002844-42,2016-02-16,2017-03-02,2017-03-02,v1(current),Tabular
6999,2013-000533-12,2016-02-16,2017-03-02,2017-03-02,v1(current),Tabular
7000,2008-005885-30,2011-03-16,2015-02-13,2016-07-08,v1(current),Document
7001,2008-005887-14,2011-03-23,2015-02-13,2016-07-08,v1(current),Document
7002,2008-005886-78,2011-01-28,2015-02-13,2016-07-08,v1(current),Document
7003,2009-015036-15,,,,,Tabular
7004,2009-012852-26,2015-02-11,2016-07-29,2016-07-29,v1(current),Tabular
7005,2017-000050-18,2013-12-11,2017-02-24,2017-02-24,v1(current),Tabular
7006,2011-004676-11,2014-04-09,2016-07-15,2016-07-15,v1(current),Tabular
7007,2010-023532-16,2013-11-11,2015-07-26,2016-06-23,v2(current),Tabular
7008,2011-003818-16,2012-07-17,2017-03-03,2017-03-03,v1(current),Document
7009,2005-002600-41,2008-07-24,2017-03-03,2017-03-03,v1(current),Document
7010,2004-004377-28,2006-04-13,2017-03-03,2017-03-03,v1(current),Document
7011,2004-005045-35,2005-09-28,2017-03-03,2017-05-20,v2(current),Document
7012,2008-000581-23,2011-02-03,2017-03-03,2017-03-03,v1(current),Document
7013,2007-002900-16,2008-05-14,2017-03-03,2017-03-03,v1(current),Document
7014,2014-000258-12,2016-04-29,2017-03-03,2017-03-03,v1(current),Tabular
7015,2004-004007-37,2016-02-03,2017-03-03,2017-05-20,v2(current),Mixed
7016,2006-001138-42,2007-11-20,2017-03-03,2017-03-03,v1(current),Document
7017,2011-002074-23,2013-04-24,2017-03-03,2017-03-03,v1(current),Document
7018,2012-005086-12,2016-02-15,2017-03-03,2017-03-03,v1(current),Tabular
7019,2011-000518-21,2012-07-12,2017-03-03,2017-03-03,v1(current),Document
7020,2004-001979-18,2007-04-10,2017-03-03,2017-03-03,v1(current),Document
7021,2005-000362-39,2007-08-08,2017-03-03,2017-03-03,v1(current),Document
7022,2008-006492-71,2011-10-13,2016-12-14,2017-09-22,v2(current),Mixed
7023,2008-007483-42,2013-02-01,2016-10-12,2016-10-12,v1(current),Document
7024,2008-007938-21,2011-05-13,2015-04-09,2016-05-16,v1(current),Document
7025,2008-008192-34,2014-02-03,2016-11-13,2017-02-09,v3(current),Mixed
7026,2008-008337-11,2011-01-17,2015-02-13,2016-06-03,v1(current),Document
7027,2008-008338-35,2011-03-10,2016-09-22,2016-09-22,v1(current),Document
7028,2009-009320-36,2013-01-30,2016-08-19,2016-08-19,v1(current),Document
7029,2009-011222-34,2013-04-10,2016-05-20,2016-05-20,v1(current),Document
7030,2009-011360-10,2014-01-24,2015-07-31,2016-07-22,v2(current),Tabular
7031,2009-011539-10,2011-05-06,2015-08-07,2016-07-13,v1(current),Tabular
7032,2007-005263-97,2008-05-02,2016-05-25,2016-05-25,v1(current),Document
7033,2007-005134-36,2008-11-21,2016-03-09,2016-03-09,v1(current),Document
7034,2007-004740-79,2009-10-01,2016-12-11,2016-12-11,v1(current),Document
7035,2007-003407-12,2010-07-15,2016-11-03,2016-11-03,v1(current),Document
7036,2007-004347-30,2009-04-28,2014-11-22,2016-05-11,v1(current),Tabular
7037,2007-002542-38,2012-04-03,2017-02-15,2017-02-15,v1(current),Document
7038,2006-006624-19,2009-06-19,2015-07-16,2016-07-01,v1(current),Document
7039,2006-006772-38,2008-06-26,2016-08-26,2016-08-26,v1(current),Document
7040,2006-005674-47,2009-09-29,2015-07-31,2016-07-06,v1(current),Document
7041,2006-006521-30,2009-01-10,2016-11-17,2016-11-17,v1(current),Document
7042,2006-004159-39,2011-06-21,2014-11-18,2016-01-29,v1(current),Document
7043,2006-003547-23,2009-08-19,2017-01-05,2017-01-05,v1(current),Document
7044,2006-002517-12,2009-11-13,2016-04-20,2016-04-20,v1(current),Document
7045,2006-002072-18,2007-09-06,2016-09-17,2016-09-17,v1(current),Document
7046,2006-001472-20,2007-07-04,2016-12-18,2016-12-18,v1(current),Document
7047,2006-001840-30,2008-03-24,2015-02-06,2016-07-08,v1(current),Document
7048,2006-000850-33,2007-04-10,2017-01-05,2017-01-05,v1(current),Document
7049,2005-001843-49,2005-11-02,2016-08-31,2016-08-31,v1(current),Document
7050,2004-004130-14,2005-02-01,2016-03-23,2016-03-23,v1(current),Document
7051,2011-002067-20,2016-01-13,2016-12-09,2017-04-27,v2(current),Tabular
7052,2008-005991-28,2016-02-03,2017-03-04,2017-03-04,v1(current),Tabular
7053,2004-002757-31,2006-03-29,2017-03-04,2017-03-04,v1(current),Document
7054,2004-003905-26,2006-04-27,2017-03-04,2017-03-04,v1(current),Document
7055,2005-001518-42,2007-03-26,2017-03-04,2017-03-04,v1(current),Document
7056,2013-001368-46,2016-04-04,2017-03-05,2017-03-05,v1(current),Tabular
7057,2009-012150-20,2012-12-05,2015-06-28,2016-09-03,v2(current),Tabular
7058,2009-012123-28,2010-12-09,2016-07-21,2016-07-21,v1(current),Document
